userId,beer_beerid,beer_name,beer_style,beer_abv,review_overall,review_time
923,47136,Fireside Mild,English Dark Mild Ale,3.5,3.5,1245990699
923,49144,Sugar Moon Maple Ale,Herbed / Spiced Beer,6,4,1303879414
923,49347,Ol' Fog Burner,English Barleywine,10.3,4,1303797847
923,49710,Double Barrel Scotch Ale,Scotch Ale / Wee Heavy,7.7,4.5,1242370545
923,49772,Canadian Cask - Scottish Oak Aged Beer,English Strong Ale,7.1,3.5,1253585967
923,49822,IP'eh!,English India Pale Ale (IPA),6.5,3.5,1242459247
923,49979,Crooked Coast Amber Ale,Altbier,5.1,4,1248042507
923,50044,Doppelbock Grande Cuvée Printemps,Doppelbock,8.7,3.5,1275973711
923,50827,Double Double,American Strong Ale,10.5,3.5,1252748462
923,51064,Rise Up Red,American Amber / Red Ale,5.8,4,1282025050
923,51708,King & Barnes Sussex Bitter,English Bitter,3.5,4,1321654714
923,52610,Innis & Gunn Limited Edition Highland Cask,English Strong Ale,7.1,4,1296632380
923,52645,Crazy 8s,American IPA,8,4,1252992133
923,52698,Gentleman Jim's Real Ginger Ale,Fruit / Vegetable Beer,5,3.5,1253249326
923,52739,Brussels Fruit Beer Apple,Lambic - Fruit,3.2,3.5,1254107259
923,53158,Trafalgar Malted Corpse,Irish Red Ale,4.5,3,1274676108
923,53230,Pumpkineater Imperial Ale,Pumpkin Ale,8,4.5,1283917881
923,53309,Sartori Harvest IPA,American IPA,7,4.5,1286164352
923,53750,GrowHop,English Bitter,5,4,1287544115
923,53960,Black Tree Dark Ale,Black & Tan,5,3.5,1275108850
923,54549,Spiced Reserve Ale,Winter Warmer,7.5,3.5,1274498059
923,55204,High Tide Hemp Ale,English Bitter,,4,1300063148
923,55206,Three Beavers Imperial Red Ale,American Amber / Red Ale,7.5,4.5,1295155838
923,55474,Loki,American Double / Imperial IPA,8.7,3.5,1309325711
923,55605,Kipling,English Pale Ale,5.2,4.5,1265842153
923,55649,Deadhead Barley Wine,English Barleywine,10,4,1275020613
923,55813,Rogers Chocolate Stout,American Stout,6,4.5,1291703100
923,55910,Colley's Dog,English Strong Ale,5.2,3.5,1265482564
923,55981,Black Death Porter,American Porter,6.5,4.5,1275283315
923,56157,Naughty Hildegard ESB,Extra Special / Strong Bitter (ESB),6.5,4,1302665860
923,56182,Centenary Way,English Dark Mild Ale,3.5,4,1266430241
923,56475,Terra Saurus,Oatmeal Stout,5.5,4,1296016679
923,56616,"February 27th, 1832 Mild Ale",English Strong Ale,10.5,3.5,1273620338
923,56758,Chatoe Rogue First Growth Single Malt Ale,American Blonde Ale,5.3,4,1277788561
923,56914,Chocolate Marble,English Porter,5.5,4,1321037021
923,57178,Captivator Doppelbock,Doppelbock,8,3.5,1274669950
923,57679,Black (黑) (Whisky Edition),American Double / Imperial Stout,17.5,4,1279689761
923,57808,Squire Scotch Ale,Scotch Ale / Wee Heavy,6.5,4,1274483812
923,58019,Belle Royale,Fruit / Vegetable Beer,9,4,1309320944
923,58233,Hop Circle IPA,American IPA,6.5,4,1274145707
923,58453,Serendipity No. 1,Black & Tan,5,4.5,1274490516
923,58745,Rosebud IPA,American IPA,,4,1311306576
923,59655,King Heffy Imperial Hefeweizen,Hefeweizen,7.7,4,1277779456
923,60264,Hawai'i Nui Kaua'i Golden Ale,American Blonde Ale,4.9,3,1297322272
923,60749,Triple Chocoholic,English Stout,4.8,4.5,1322004223
923,61079,Main Street Pilsner,Czech Pilsener,5,4.5,1281926250
923,61111,Our Emily Summer Ale,American Blonde Ale,3.9,4,1282015134
923,61362,9 Donkeys Of The Hopocalypse,American Double / Imperial IPA,9,4,1283826847
923,61427,Caldera Rose Petal (Kettle Series),American Blonde Ale,6.7,3,1312168951
923,61582,Chambar Ale,Belgian Pale Ale,5,3.5,1289193280
923,62069,"Upright (""Punk Rock"" Strong) Lager",American Pale Lager,6.75,3,1286849152
923,62374,Mathilda,Rye Beer,,3.5,1295841305
923,62654,Shipwrecked Triple IPA,American Double / Imperial IPA,10,3.5,1288754222
923,62911,Fat Tug IPA,American IPA,7,4,1289713728
923,62956,Fresh Hop ESB,English Bitter,5.6,3.5,1288234431
923,63548,Guuud! Ale,American Pale Ale (APA),5,4,1289790437
923,63568,Boomer's Canadian Red Ale,American Amber / Red Ale,5,4,1289887364
923,63770,Tenaya Creek Hop Ride IPA,American IPA,7.2,3.5,1325486950
923,63812,Adnams Spiced Winter Beer,Winter Warmer,4,4,1322000997
923,64016,Spirit Chaser Sumatra Coffee Porter,American Porter,4.8,4.5,1291186598
923,64120,Tenaya Creek Monsoon,American Double / Imperial IPA,8.5,3.5,1323666272
923,64169,Trainwreck Barley Wine,American Barleywine,10,3.5,1291612328
923,64209,Tenaya Creek Calico Brown Ale,American Brown Ale,5.6,4,1326261687
923,64266,Scarlhet,Herbed / Spiced Beer,,2.5,1295937459
923,64290,Navigator Doppelbock,Doppelbock,8.5,3.5,1292218020
923,64588,Bob's Your Dunkel,Dunkelweizen,8,3.5,1292819911
923,64589,Sap Sucker Maple Porter,American Porter,5.5,4.5,1292825234
923,65021,Blood Alley Extra Special Bitter,Extra Special / Strong Bitter (ESB),5.5,4.5,1294108301
923,65145,Megadestroyer Imperial Licorice Stout,American Double / Imperial Stout,10,4,1294475649
923,65337,The Hammer (barrel Aged),American Double / Imperial Stout,8.3,4,1295163303
923,65392,Singularity,Russian Imperial Stout,11.8,4,1296023073
923,65680,Chocolate Mint Brown Ale,American Brown Ale,5,3.5,1296196001
923,65753,Deckhand Belgian Saison,Saison / Farmhouse Ale,8,4.5,1296623370
923,66111,Krypton Rye PA,American IPA,5,3.5,1318560992
923,66224,Phillips Hoperation Tripel Cross Belgian IPA,Belgian IPA,8,3.5,1298008455
923,66258,Penticton Harvest Honey Pale Ale,American Pale Ale (APA),5,4.5,1298003116
923,66509,Somerland Gold,American Blonde Ale,5,4,1314244760
923,66795,Rockfish Red,American Amber / Red Ale,5.3,4,1298959965
923,67020,Cuvée Des Trolls (Speciale),Belgian Strong Pale Ale,7,3.5,1299644746
923,67312,No Justice Pale,English Pale Ale,3,4.5,1300425632
923,68680,Wake Up Dead,American Double / Imperial Stout,10.2,4,1311658907
923,68778,Blue Moon Bitter,English Bitter,3.8,3.5,1309403302
923,68817,Surly Blonde Barrel Aged,Tripel,9.1,4,1307244248
923,68951,Overboard Imperial Pilsner,American Double / Imperial Pilsner,8.5,4,1305687585
923,68989,Hawkshead Organic Stout,Oatmeal Stout,4.5,4,1313302445
923,69044,Vancouver Craft Beer Week 2011 Cascadian Dark Ale,American IPA,6.5,4.5,1305349624
923,69093,Gold Tooth Berliner Weiss,Berliner Weissbier,3.8,4,1306812102
923,69094,East Side Bitter,Extra Special / Strong Bitter (ESB),5.5,4,1307250358
923,69298,Tranquility IPA,American IPA,5.2,4,1308806676
923,69372,Royal Jamaican Alcoholic Ginger Beer,Herbed / Spiced Beer,5,3,1312758762
923,69711,Paradise Valley Grapefruit Ale,Fruit / Vegetable Beer,5,3.5,1307166323
923,70301,Death Or Glory,English Strong Ale,7.2,4,1314418544
923,71052,Serendipity No. 3,Scotch Ale / Wee Heavy,5,4.5,1310706461
923,71985,Toasted Coconut Wit,American Pale Wheat Ale,5,4,1313116221
923,72267,Twenty Pounder,American Double / Imperial IPA,9,5,1314331351
923,72276,Fusion Hopped Pilsner,German Pilsener,5,3.5,1315368208
923,73027,Northwest Ale,American Amber / Red Ale,6.2,3.5,1315716033
923,73086,Profanity Stout,American Stout,7,4,1321042310
923,73196,Uncharted Belgian IPA,Belgian IPA,7.5,4,1316240695
923,73503,Blueberry Pail Ale,Belgian Pale Ale,5,4.5,1317702346
923,73844,St. Austell Trelawny,English Bitter,3.8,4,1321036497
923,74077,Eternal Optimist India Pale Lager,American IPA,6,4,1318734461
923,74109,Spiced Rum Finish,English Strong Ale,6.9,3.5,1323404872
923,74331,Munich Eisbock,Eisbock,9.5,3.5,1320035780
923,74805,St. Peter's The Saints Whisky Beer,English Strong Ale,4.8,3.5,1321721538
923,74822,Scottish -Style- Heavy Ale,Scotch Ale / Wee Heavy,7,3.5,1324877876
923,75265,Marks & Spencer Southwold Winter IPA,English India Pale Ale (IPA),6.7,3.5,1321309082
923,75390,Bird Of Prey,Flanders Red Ale,7.5,4,1324710223
923,75629,Adnams Yuletide,Winter Warmer,4.5,3.5,1322001818
923,75670,Marks & Spencer Barrel Aged Greenwich Hospital Porter,Baltic Porter,8,3.5,1322114576
923,75690,London Glory,English Brown Ale,4,4,1322232759
923,75772,Rum Finish,English Strong Ale,7.4,3.5,1326086331
923,76060,Big Smoke Ale,Smoked Beer,8.5,3.5,1323234508
923,76121,Winter Dunkel,Dunkelweizen,5,4,1323411677
923,76207,Mr. Brown's Masing Pumpkin Winter Ale,Pumpkin Ale,8,3.5,1323584218
923,76373,Caffe Fantastico Double Shot Porter,American Porter,,4.5,1326012224
923,77012,Wooly Bugger,English Barleywine,11,3.5,1325570460
927,13329,Accel,Light Lager,,3,1072323039
930,36327,Michelob Ultra Pomegranate Raspberry,Light Lager,4.2,2.5,1311774550
930,57440,Michelob Ultra Dragon Fruit Peach,Light Lager,4,2.5,1311774245
930,58741,Guinness (Ghana),Foreign / Export Stout,7.5,3.5,1311779632
931,17614,Kennebec Summer Ale,American Pale Ale (APA),5.3,3,1311392901
931,17782,Sea Dog Summer Ale,American Pale Wheat Ale,4.4,3.5,1315864969
931,42419,Single Batch Series - Barleywine,American Barleywine,9.2,4,1322722238
931,46253,21 IPA,American IPA,6.8,3.5,1315931461
931,53827,Local Harvest Ale,American Pale Ale (APA),6.2,4.5,1316537081
931,64599,Samuel Adams Patriot Homebrew Rauchbier,Rauchbier,,4,1292873023
931,69170,2011 Grand Crüe,American Strong Ale,8.8,4.5,1312755703
931,70923,Single Batch Series - Fool's Gold Ale,California Common / Steam Beer,5.3,4,1311970198
931,70949,Trekker Pale Ale,American Pale Ale (APA),,3.5,1312595004
931,74634,Ovila Quad,Quadrupel (Quad),10.4,4,1323908975
931,76179,Applehead,American Pale Wheat Ale,4.5,3,1326250400
934,12,Bert Grant's Imperial Stout,Russian Imperial Stout,6,4,1120241155
934,150,Merlin's Ale,Extra Special / Strong Bitter (ESB),4.2,4,1170566989
934,268,Suprema,American Adjunct Lager,4.5,3,1177177737
934,669,Haffenreffer Private Stock,American Malt Liquor,6.9,3,1219246409
934,850,Killarney's Red Lager,American Amber / Red Lager,5,2,1126123425
934,855,Genny Light,Light Lager,3.6,2,1192827643
934,1098,XX Pale Ale,American Pale Ale (APA),,4,1129581013
934,1210,Falls City,American Adjunct Lager,,2.5,1154453767
934,1245,Wild Goose Porter,American Porter,,3,1153664500
934,1338,Traditional Bock,Bock,5.4,3,1152471581
934,1363,Rhinelander,American Adjunct Lager,4.4,3,1218814005
934,1495,Stegmaier Porter,American Porter,5.4,2.5,1236051145
934,1589,Professor Gesser's Mind Numbing Ale,American IPA,7.2,4,1130345771
934,1679,Frambozen,Fruit / Vegetable Beer,,4,1149537813
934,1784,Paulaner Premium Pils,German Pilsener,4.9,4.5,1212720750
934,1831,Mac Queen's Nessie,Scottish Ale,5,4,1183260809
934,1893,Old Marcus,Extra Special / Strong Bitter (ESB),6.6,4,1309541709
934,1986,Chaser Pale,Kölsch,,3.5,1161051014
934,1989,Blackstone Nut Brown Ale,English Brown Ale,5.6,3.5,1161050549
934,1990,Red Springs Ale,American Amber / Red Ale,,4.5,1191874596
934,2089,Stegmaier Gold,American Pale Lager,4.5,3,1236047577
934,2165,DAB Pilsener,German Pilsener,4.8,2.5,1123610011
934,2185,Thomas Hooker American Pale Ale,American Pale Ale (APA),5.4,3.5,1182106085
934,2247,Black Magic Stout,Irish Dry Stout,4.8,4,1309450497
934,2578,Hellekapelle,Belgian Pale Ale,5,3.5,1138278740
934,2580,Zatte Bie,Belgian Strong Dark Ale,9,3.5,1123457711
934,2825,Bud Dry,American Adjunct Lager,5,2,1124218203
934,2923,Hops Hoptoberfest,Märzen / Oktoberfest,,3,1225918732
934,3258,Key West Pilsner Light,German Pilsener,,3,1137001377
934,3293,Genesee Ice Beer,American Adjunct Lager,5.5,2.5,1195145372
934,3365,Hell For Certain,Belgian Dark Ale,6.6,3.5,1140972489
934,3864,Red Brick Dog Days Ale,Hefeweizen,4.1,4,1181680383
934,3932,Seven Sisters Münchner,Märzen / Oktoberfest,,4,1317223506
934,4028,Theakston XB,Extra Special / Strong Bitter (ESB),4.6,4,1324361881
934,4151,Max Gold,American Adjunct Lager,,3.5,1316283681
934,4184,Munich Helles,Munich Helles Lager,,3.5,1317015225
934,4587,McEwan's Export,Scottish Ale,4.5,4,1120929371
934,4794,Lomza Mocne,Euro Strong Lager,7.8,3,1265776558
934,4861,Blind Tiger Pale Ale,American Pale Ale (APA),4.8,4,1291223294
934,4926,Grace House Honey Wheat,American Pale Wheat Ale,3.8,2.5,1247712193
934,5063,Houdini ESP,American Pale Ale (APA),5.9,4,1161187646
934,5143,Patty's Chile Beer,Chile Beer,,3.5,1224261422
934,5144,St. Charles Extra Special Bitter,Extra Special / Strong Bitter (ESB),,3,1224263349
934,5147,Sagebrush Stout,American Stout,,4,1224262132
934,5185,Upland Valley Hefe-weizen,Hefeweizen,6,4,1290903143
934,5215,Straub Light,Light Lager,3.2,3,1162154780
934,5286,Original Stieglbock,Bock,7,3.5,1152895107
934,5287,Kirin Light Beer,Light Lager,,2,1177347471
934,5468,Razzbeery Wheat Ale,Fruit / Vegetable Beer,5.6,4,1125426206
934,5481,Estrella Galicia,American Adjunct Lager,5.5,3.5,1175693841
934,5571,Kalik Gold,American Adjunct Lager,7,2.5,1136915213
934,5572,Kalik Light,Light Lager,4.5,3,1136829718
934,5573,Empire Amber Ale,American Amber / Red Ale,5.5,3.5,1309449652
934,5600,Belgian Prairie Moon Farmhouse Ale,Witbier,,4,1122641229
934,5795,St. Louis Kriek,Lambic - Fruit,4.5,4,1176571653
934,5963,Fantôme Saison D'Erezée - Automne,Saison / Farmhouse Ale,8,4.5,1180528555
934,5972,Luna De Miel: Raspberry Meade,Braggot,7.82,3.5,1138461677
934,5988,Belgian Winter Ale,Belgian Strong Dark Ale,8,2,1177348362
934,6465,LunaSea ESB,Extra Special / Strong Bitter (ESB),5.9,3.5,1200690012
934,6594,Tatonka Stout,Russian Imperial Stout,8.5,3.5,1244234835
934,7003,Boscos Flaming Stone,American Blonde Ale,4.8,4.5,1161796763
934,7585,Banks Beer,American Adjunct Lager,4.7,3,1142613731
934,7993,Total Eclipse Black Ale,American Stout,5.6,2.5,1145668483
934,8052,Wayan,Saison / Farmhouse Ale,5.8,4.5,1215432493
934,8056,All Nighter,American Blonde Ale,4.6,3.5,1230500473
934,8058,Stout Of Order (Black Star Stout),American Stout,4.5,3.5,1230504022
934,8268,Oud Bruin,Flanders Oud Bruin,5,4,1317658362
934,8293,Beak's Best,Extra Special / Strong Bitter (ESB),5,4,1130255576
934,8307,Elector Imperial Red Ale,American Amber / Red Ale,7,4,1130254344
934,8353,Kaiser Pils,German Pilsener,5,3,1272167424
934,8365,Ellis Island Light,Light Lager,,3,1230507678
934,8366,Ellis Island Dark,Euro Dark Lager,,2.5,1230509202
934,8369,Ellis Island Hefe Weiss,American Pale Wheat Ale,,3,1230508889
934,8375,Triple 7 Marker Pale Ale,American Pale Ale (APA),5.6,4,1197062242
934,8376,Triple 7 Black Chip Porter,American Porter,4.3,4.5,1197061053
934,8377,Triple 7 Black Cherry Stout,American Stout,5.2,3.5,1225988717
934,8378,Triple 7 High Roller Gold,American Pale Wheat Ale,5,4,1197061666
934,8379,Triple 7 Royal Red Lager,Vienna Lager,4.5,3.5,1197062693
934,8573,Gordon Biersch Vienna Lager,Vienna Lager,5.7,3.5,1181753981
934,8616,Old Herb Barleywine,American Barleywine,11,4,1146224224
934,8696,Double Eagle Ale,American Pale Wheat Ale,5,3,1320381348
934,8698,Hopyard IPA,American IPA,5.3,3,1320377633
934,8701,Wildcat White Ale,Hefeweizen,5,4,1320379560
934,8751,Triple Moine / Deugniet,Belgian Strong Pale Ale,7.3,4,1162565697
934,8771,Fire Boat Amber,American Amber / Red Ale,,4,1171903319
934,8941,Paddle Me IPA,American IPA,6,3,1214665080
934,8945,Angry Monk Ale,American Amber / Red Ale,,3.5,1224522449
934,9054,Florisgaarden Apple,Fruit / Vegetable Beer,3.5,4,1161357029
934,9206,Noël De Silenrieux,Belgian Strong Dark Ale,9,4,1292696356
934,9460,Apricot Ale,Fruit / Vegetable Beer,4.4,3.5,1309538679
934,9612,New South Brown Ale,English Brown Ale,,4,1184626269
934,9840,Samuel Adams Utopias MMIII,American Strong Ale,25,5,1132161831
934,10035,Nashville Steamer Golden Ale,California Common / Steam Beer,3.5,3.5,1161621961
934,10040,Bombay IPA,American IPA,,4.5,1161797791
934,10041,Germantown Alt,Altbier,,4,1161799231
934,10042,Isle Of Skye Scottish Ale,Scottish Ale,,4,1161799538
934,10048,Boscos London Porter,English Porter,,4,1161809408
934,10100,Avery Anniversary Ale - Ten,American Double / Imperial IPA,10,4.5,1123534851
934,10593,Chicago Gold,American Blonde Ale,,4,1154963896
934,10646,Harvest Hefeweizen,Hefeweizen,4.8,4,1244047514
934,10836,Community Dark Mild Ale,English Dark Mild Ale,3.7,4,1130256235
934,11359,Hoosier MA Stout,American Stout,7.6,3,1234842151
934,11498,BJ's Brewhouse Blonde,Kölsch,4.5,3.5,1244049756
934,11500,Mandarin Hefeweizen,Hefeweizen,,3,1123453210
934,11546,Brickway Brown,English Brown Ale,,4.5,1234838943
934,11810,Lowland Wheat Ale,American Pale Wheat Ale,5.6,3.5,1125510662
934,11944,Mestreechs Aajt (Dutch - Saccharin Version),Flanders Oud Bruin,3.5,4,1149623094
934,12505,Wuerzburger Lager,American Adjunct Lager,6,3,1138042771
934,12766,Kentucky Light,Kölsch,4.32,4,1122082133
934,12774,Big Easy Pale Ale,American Pale Ale (APA),,4,1224522736
934,12965,Bananatana,Fruit / Vegetable Beer,7,3.5,1290407067
934,13121,Moorhouse Blond Witch,American Blonde Ale,4.5,3.5,1237219288
934,13124,Otter Head,English Strong Ale,5.8,4,1185679832
934,13248,Surfer's Summer Ale,English Pale Ale,5.3,4.5,1226333405
934,13270,Oktoberfest Märzen Beer,Märzen / Oktoberfest,4.3,4,1161265248
934,13283,Stiegl Weizen Gold Hefefein,Hefeweizen,5.1,4,1153075659
934,13869,Floris Framboise,Fruit / Vegetable Beer,3.7,3.5,1153101729
934,14047,Circle City Light,Light Lager,3.9,3.5,1234839602
934,14174,De Dolle Oerbier Special Reserva 2002 (Bottled 2003),Belgian Strong Dark Ale,12,4.5,1125085760
934,14418,'t Smisje Calva Reserva,Belgian Strong Dark Ale,12,4,1209493470
934,14451,Tall Stacks Ale,American Pale Ale (APA),5,3.5,1156621037
934,14454,Mephistopheles' Metamorphosis,Tripel,10.9,3,1134567624
934,14492,Bison Organic Belgian Ale,Tripel,8.1,3,1151328718
934,14500,Michigan Brewing Big League Brew,Extra Special / Strong Bitter (ESB),4.4,3.5,1124745301
934,15043,Hat Trick Red,American Amber / Red Ale,,4,1192648786
934,15427,Rock Bottom Weizen,Hefeweizen,,3,1234840921
934,15428,Rock Bottom Sugar Creek Pale Ale,American Pale Ale (APA),,4,1234841509
934,15563,Blueberry Vanilla Wheat,Fruit / Vegetable Beer,4.5,4,1230505793
934,15996,Pilaarbijter (Tripel Ale) Bruin (Red Cap),Flanders Oud Bruin,7,4,1138278042
934,16090,Max Imperial Mocha Oatmeal Stout,American Double / Imperial Stout,,3.5,1316369971
934,16098,Pax Lager,Euro Pale Lager,5,4.5,1119132798
934,16250,Chernobyl Stout,Russian Imperial Stout,13,3,1118433517
934,16658,Westmalle Trappist Extra,Belgian Pale Ale,4.8,4.5,1299815998
934,16676,Enghien Noël Triple Blonde,Tripel,9,4,1292786517
934,16759,Miss Liberty Lager,American Adjunct Lager,,2,1184620816
934,17245,Moondance IPA,American IPA,6.2,4,1132668920
934,17268,Stillwater Vanilla Cream Ale,Cream Ale,4.5,4,1161186563
934,17299,Nitro Porter,American Porter,5.8,4,1306427021
934,17303,Matt's Red,American Amber / Red Ale,5.5,3.5,1304655520
934,17325,Buttface Amber,American Amber / Red Ale,5.8,3,1291399364
934,17328,Big Red IPA,American IPA,6,3.5,1291355815
934,17559,13 Rebels ESB,Extra Special / Strong Bitter (ESB),5.2,4,1129578688
934,17678,White Mule Ale,Extra Special / Strong Bitter (ESB),,3.5,1161013956
934,17680,Downtown Blonde Ale,Kölsch,,4,1161012768
934,17859,Christian Moerlein Select Light,Light Lager,,2.5,1165385397
934,18037,Nova Schin Pilsen,American Adjunct Lager,4.7,3.5,1220619505
934,18447,Sheet Metal Blonde,Witbier,5,4,1291225838
934,18534,Real Rock,American Amber / Red Lager,5,3,1151933566
934,18650,Tawny Owl,English Bitter,3.8,3.5,1281468305
934,18652,Barn Owl Premium Bitter,English Bitter,4.5,3.5,1281468997
934,19005,Imperial Brown Goose,Old Ale,9,4.5,1132254956
934,19331,Hofbräu Munich Weizen,Hefeweizen,5.4,3.5,1124306212
934,19749,Hoplicious Imperial India Pale Ale,American Double / Imperial IPA,,3.5,1130177931
934,19800,Drake's Zatec Pilsner,American Pale Lager,4.8,4,1190573833
934,19812,Tree Hugger Organic IPA,American IPA,,4,1224610259
934,19814,Riley's Red,American Amber / Red Ale,,3.5,1224536219
934,20069,Ride The Rails Ale,Belgian Pale Ale,,3.5,1129558640
934,20343,Southbound Scottish Ale,Scottish Ale,,4,1161267932
934,20422,Schwarz Beer,Schwarzbier,,4,1182708777
934,20425,Barkley Sound Amber Red Reserve,American Amber / Red Ale,,1.5,1125202542
934,20765,Coors Winterfest,American Amber / Red Ale,5.6,3.5,1140715321
934,20769,Birra Del 150° Anniversario Amber,Vienna Lager,5,3,1237220404
934,20786,Hofbräu Premium Lager,German Pilsener,5.2,3,1122080196
934,20900,Brown Bear Brown Ale,American Brown Ale,,4,1154964311
934,20913,Terminal Imperial Stout,American Double / Imperial Stout,10,3.5,1154964688
934,20969,Superfly I.P.A.,American IPA,7.5,5,1130246906
934,21282,Mann's Brown Ale,English Brown Ale,2.8,4,1214249057
934,21601,Old Curmudgeon,American Strong Ale,6.8,4,1229358278
934,21688,Sly Rye Porter,American Porter,5.7,4,1191863302
934,22361,Christian Moerlein Doppelbock,Doppelbock,7,3,1146418552
934,22568,2220 Red,American Amber / Red Ale,,4,1225483860
934,22655,Foothills German Alt,Altbier,5.2,4,1129573046
934,22681,Christian Moerlein Select Dunkel,Munich Dunkel Lager,,4,1146864712
934,22911,Fire Hydrant Hefeweisen,Hefeweizen,5.4,3,1171219516
934,23201,Peg Leg Pale Ale,American Pale Ale (APA),6.2,4,1192561234
934,23369,Hawaiian Honey,Braggot,13,3,1230505222
934,23370,Golden Gunnar Pilsner,Czech Pilsener,,3.5,1230502015
934,23626,10th Anniversary Double India Pale Ale,American Double / Imperial IPA,10,4,1309970497
934,24394,Siletz Chocolate Porter,American Porter,,2.5,1215316917
934,25098,Bootie Light,Light Lager,,2,1136916179
934,25100,Green Man India Pale Ale,English India Pale Ale (IPA),6,4,1189630189
934,25101,Farmer Ted's Cream Ale,Cream Ale,5,3.5,1189519434
934,25140,SunFest Lager,Munich Helles Lager,5,4,1192563422
934,25356,Andelot Cuvee Euphorique,Belgian Pale Ale,6.5,4,1176819152
934,25445,Pyramid Amber Weizen,American Dark Wheat Ale,5.5,2,1151417259
934,25530,St. Pauli Girl Dark,Munich Dunkel Lager,4.8,3,1175633086
934,25697,Tikka Gold,German Pilsener,5,4.5,1152470437
934,25737,Elevator Xtra,Kölsch,,3.5,1242832931
934,25967,Rock Bottom JB's Extra Special Bitter,Extra Special / Strong Bitter (ESB),,4,1154980922
934,25973,Angry Mike's Stoudt Creek,Fruit / Vegetable Beer,7,4,1132582097
934,26004,Rasta Pilsner,Czech Pilsener,,4,1224534398
934,26040,Polairis Porter,American Porter,,3.5,1132683103
934,26100,Surly Klaus Oak-aged Porter,American Porter,7.5,4,1132171615
934,26364,Damm Barcelona,Euro Pale Lager,5.4,3.5,1152895403
934,26572,Belgian Dubbel Ale,Dubbel,9,4,1130174106
934,26690,1855 Celebration Lager,American Adjunct Lager,4.85,2.5,1136829114
934,26731,Butte Creek Organic Pilsner,German Pilsener,4.5,3.5,1161105509
934,26941,Ol' Woody,American Double / Imperial IPA,,5,1132078634
934,26971,Bourbon Barrel Scottish Ale,Scotch Ale / Wee Heavy,,4.5,1132255685
934,26999,Winter Brew 2005,American IPA,6.8,4.5,1135704768
934,27189,Kalnapilis Original,Euro Pale Lager,5,3.5,1266376200
934,27239,Orchard Amber Ale,American Amber / Red Ale,,2.5,1248837142
934,27245,Atwater Bloktoberfest,Märzen / Oktoberfest,6.3,3.5,1191420152
934,27438,Jacobsen Saaz Blonde,Belgian Strong Pale Ale,7.1,4,1174317613
934,28005,Atwater Shaman's Porter,American Porter,6,3.5,1174166918
934,28146,Green Man ESB,Extra Special / Strong Bitter (ESB),5.3,3.5,1189617930
934,28151,Green Man Porter,English Porter,5.6,4,1189629325
934,28244,Beersel Lager,Czech Pilsener,5.2,4,1280391242
934,29128,Hardway IPA,American IPA,6.8,4,1230503402
934,29129,Ramblin' Reck Amber Ale,American Amber / Red Ale,4.5,3.5,1230502568
934,29466,Hop Bomb,American Double / Imperial IPA,7,4,1234845713
934,29634,Monkey Fist,English India Pale Ale (IPA),4.5,3.5,1224260812
934,29782,HopGod Ale,American IPA,,4,1191864244
934,30080,"""33"" Export",Dortmunder / Export Lager,4.8,3,1169652515
934,30095,Cheyenne Canon Pinon Nut Brown Ale,American Brown Ale,6.3,3.5,1249095309
934,30149,Moosbacher Lager,Munich Helles Lager,5,3.5,1249523997
934,30208,Belhaven Scottish Lager,Euro Pale Lager,4.1,3.5,1262197486
934,30549,Lone Palm Ale,American Amber / Red Ale,,3,1184626676
934,30719,BarrelHouse Boss Cox Double Dark IPA,American IPA,8.6,4,1199719543
934,30822,Drogo's IPA,American IPA,,4,1154985883
934,30896,White Wedding,Witbier,,3,1149442772
934,31104,Atwater Maibock,Maibock / Helles Bock,7.5,3,1218512664
934,31755,Baltijos,Märzen / Oktoberfest,6,3.5,1253406150
934,31995,Burnin' Helles,Maibock / Helles Bock,6.3,4,1156179516
934,32348,Svyturys Ekstra Draught,Euro Pale Lager,5.3,3.5,1253405649
934,32367,471 Avalanche Special Reserve,American Amber / Red Ale,,4.5,1164749012
934,32668,Haagen Australian Lager,American Adjunct Lager,5.3,3,1158850631
934,32861,Louis XVI Guillotine ESB Ale,Extra Special / Strong Bitter (ESB),5.7,3.5,1257217743
934,32940,Bison Organic IPA Single Hop Series - Columbus Hop,American IPA,,4,1236630801
934,32989,Murphy's Irish Red Ale,Irish Red Ale,,4,1174251646
934,33062,Toleration Ale (Gluten Free Ale),English Pale Ale,4.4,2,1166725529
934,33170,Draco,Belgian Strong Dark Ale,11,4,1284327993
934,33261,Thunder Road Pils,German Pilsener,,3.5,1161048295
934,33289,Harvest Fest,Märzen / Oktoberfest,4.6,4,1161185393
934,33536,Berghoff Winter Ale,Bock,,2.5,1238213523
934,33770,Michelob Celebrate Chocolate Lager,American Pale Lager,8.5,3,1165801599
934,33875,Mardi Gras Festbier,Märzen / Oktoberfest,,3,1191958358
934,33926,Eisenbahn S.A.P.A. (South American Pale Ale),Belgian Pale Ale,5.1,2,1218111155
934,34004,Wild Dog Colorado Saison,Saison / Farmhouse Ale,7.3,4,1170771023
934,34761,XS Imperial Younger's Special Bitter,Extra Special / Strong Bitter (ESB),7.1,4,1247789116
934,34972,Blue Point No Apologies Imperial IPA,American Double / Imperial IPA,10,3.5,1193349259
934,35061,Copperhook,American Amber / Red Ale,5.7,3.5,1171342165
